date,side,price,position_size,notional,transaction_cost,realized_pnl,entry_date
2015-10-28,BUY,175.11480712890625,0.05707685525069883,9.995002498750626,0.0049975012493753135,0.0,2015-10-28
2015-10-29,SELL,175.01426696777344,0.05707685525069883,9.989263982526767,0.004994631991263383,-0.01573064946449776,2015-10-28
2015-11-03,BUY,176.83287048339844,0.05643339772407893,9.979279710680162,0.0049896398553400815,0.0,2015-11-03
2015-11-04,SELL,176.29649353027344,0.05643339772407893,9.94901013675443,0.004974505068377215,-0.04023371884944993,2015-11-03
2015-11-06,BUY,176.02833557128906,0.056462876084012896,9.939066098636733,0.004969533049318366,0.0,2015-11-06
2015-11-09,SELL,174.3856658935547,0.056462876084012896,9.846316244175853,0.004923158122087926,-0.10264254563228548,2015-11-06
2015-11-11,BUY,174.10072326660156,0.05649875924735129,9.836474848629452,0.004918237424314726,0.0,2015-11-11
2015-11-18,SELL,174.93045043945312,0.05649875924735129,9.883353404409378,0.004941676702204689,0.037018641653407514,2015-11-11
2015-11-19,BUY,174.77963256835938,0.05649099294421723,9.873474990212069,0.004936737495106034,0.0,2015-11-19
2015-12-01,SELL,176.56471252441406,0.05649099294421723,9.974315929414418,0.004987157964707209,0.09091704374253595,2015-11-19
2015-12-08,BUY,173.43869018554688,0.05745169424129445,9.964346598150636,0.004982173299075318,0.0,2015-12-08
2015-12-09,SELL,172.08934020996094,0.05745169424129445,9.886824155928775,0.004943412077964387,-0.08744802759889936,2015-12-08
2015-12-14,BUY,170.0444793701172,0.05808446301403526,9.876942272714453,0.0049384711363572266,0.0,2015-12-14
2015-12-16,SELL,174.34378051757812,0.05808446301403526,10.126664871200347,0.005063332435600173,0.23972079491393572,2015-12-14
2015-12-21,BUY,170.01956176757812,0.05950223116655719,10.116543267131181,0.005058271633565591,0.0,2015-12-21
2015-12-24,SELL,173.40017700195312,0.05950223116655719,10.317697416292148,0.0051588487081460745,0.19093702881925623,2015-12-21
2015-12-28,BUY,173.0039825439453,0.05957888785900184,10.307384875146429,0.005153692437573214,0.0,2015-12-28
2015-12-29,SELL,174.85025024414062,0.05957888785900184,10.417383451414063,0.0052086917257070315,0.09963619210435226,2015-12-28
2015-12-31,BUY,171.87425231933594,0.06054991444975462,10.40697127405133,0.005203485637025665,0.0,2015-12-31
2016-01-04,SELL,169.4715576171875,0.06054991444975462,10.261488315387364,0.005130744157693682,-0.15581718845868409,2015-12-31
2016-01-15,BUY,158.33474731445312,0.06474404468460153,10.251231955252045,0.005125615977626023,0.0,2016-01-15
2016-01-19,SELL,158.5455322265625,0.06474404468460153,10.264879023020494,0.005132439511510247,0.0033890122793138744,2016-01-15
2016-01-25,BUY,158.1914520263672,0.06482410485847756,10.254619273872049,0.005127309636936025,0.0,2016-01-25
2016-01-26,SELL,160.34962463378906,0.06482410485847756,10.39452088127826,0.00519726044063913,0.12957703732863557,2016-01-25
2016-01-27,BUY,158.6045379638672,0.06547184392306463,10.38413155506009,0.005192065777530046,0.0,2016-01-27
2016-02-02,SELL,160.31594848632812,0.06547184392306463,10.496180757674944,0.005248090378837472,0.10160904645848667,2016-01-27
2016-02-03,BUY,161.2770233154297,0.06501663787455166,10.485689822384916,0.005242844911192458,0.0,2016-02-03
2016-02-04,SELL,161.5299530029297,0.06501663787455166,10.502134460284827,0.005251067230142414,0.005950725758575359,2016-02-03
2016-02-08,BUY,156.31980895996094,0.06711649434624649,10.49163757426755,0.005245818787133775,0.0,2016-02-08
2016-02-09,SELL,156.3282470703125,0.06711649434624649,10.492203910653252,0.005246101955326626,-0.009925584356759387,2016-02-08
2016-02-11,BUY,154.16160583496094,0.06799174731900566,10.481716950222813,0.005240858475111407,0.0,2016-02-11
2016-02-12,SELL,157.33998107910156,0.06799174731900566,10.697820236707406,0.005348910118353703,0.20551351789112715,2016-02-11
2016-02-17,BUY,162.60910034179688,0.0657228146533241,10.687127762707696,0.005343563881353848,0.0,2016-02-17
2016-02-23,SELL,162.136962890625,0.0657228146533241,10.656097560513434,0.005328048780256717,-0.04170181485587321,2016-02-17
2016-02-24,BUY,162.87881469726562,0.06535808114839947,10.645446788339008,0.005322723394169504,0.0,2016-02-24
2016-03-11,SELL,170.93844604492188,0.06535808114839947,11.172208827985308,0.005586104413992654,0.515853211838138,2016-02-24
2016-03-14,BUY,170.71929931640625,0.06537656988495791,11.16104220247008,0.00558052110123504,0.0,2016-03-14
2016-03-22,SELL,173.34544372558594,0.06537656988495791,11.332730515964807,0.005666365257982403,0.16044142713550968,2016-03-14
2016-03-24,BUY,172.12513732910156,0.06577425949898255,11.321403448982334,0.005660701724491167,0.0,2016-03-24
2016-04-06,SELL,174.92160034179688,0.06577425949898255,11.505338732858663,0.0057526693664293315,0.17252191278540785,2016-03-24
2016-04-07,BUY,172.82852172851562,0.06650429587065004,11.493839143920273,0.005746919571960136,0.0,2016-04-07
2016-05-02,SELL,176.23509216308594,0.06650429587065004,11.720390712005146,0.005860195356002573,0.21494445315691202,2016-04-07
2016-05-04,BUY,173.72677612304688,0.0673970728050975,11.708676178559864,0.005854338089279932,0.0,2016-05-04
2016-05-10,SELL,176.64181518554688,0.0673970728050975,11.90514127848488,0.00595257063924244,0.18465819119649218,2016-05-04
2016-05-11,BUY,174.98944091796875,0.06796548422814569,11.893242086802237,0.005946621043401119,0.0,2016-05-11
2016-05-16,SELL,175.22666931152344,0.06796548422814569,11.909365429442847,0.005954682714721424,0.004222038882486956,2016-05-11
2016-05-18,BUY,173.6420135498047,0.06851718528539055,11.897462015720265,0.005948731007860132,0.0,2016-05-18
2016-06-01,SELL,178.18414306640625,0.06851718528539055,12.208675945399495,0.006104337972699748,0.2991608606986702,2016-05-18
2016-06-03,BUY,178.19261169433594,0.06844544930775659,12.196473370741424,0.006098236685370712,0.0,2016-06-03
2016-06-06,SELL,179.099365234375,0.06844544930775659,12.258536524200798,0.006129268262100399,0.04983564851190181,2016-06-03
2016-06-07,BUY,179.37896728515625,0.06827045722932505,12.246284113881757,0.006123142056940878,0.0,2016-06-07
2016-06-08,SELL,179.96371459960938,0.06827045722932505,12.286205080403093,0.006143102540201547,0.02765472192419338,2016-06-07
2016-06-14,BUY,176.29441833496094,0.0696217448701901,12.273925015355214,0.0061369625076776076,0.0,2016-06-14
2016-06-20,SELL,177.0493927001953,0.0696217448701901,12.326487647995096,0.006163243823997548,0.040262426308206756,2016-06-14
2016-06-21,BUY,177.5519256591797,0.06935530141277396,12.314167320510842,0.006157083660255421,0.0,2016-06-21
2016-06-22,SELL,177.26231384277344,0.06935530141277396,12.294081205691286,0.0061470406028456435,-0.032390239082657146,2016-06-21
2016-06-27,BUY,170.02191162109375,0.07223653205255735,12.281793268454212,0.0061408966342271065,0.0,2016-06-27
2016-06-29,SELL,176.0357208251953,0.07223653205255735,12.716209989784259,0.0063581049948921295,0.42191771970092873,2016-06-27
2016-06-30,BUY,178.4377899169922,0.07119287983017258,12.703500134722006,0.006351750067361003,0.0,2016-06-30
2016-07-01,SELL,178.81263732910156,0.07119287983017258,12.73018660148696,0.00636509330074348,0.013969623396848263,2016-06-30
2016-07-06,BUY,178.5911407470703,0.07120993081515126,12.717462776797818,0.00635873138839891,0.0,2016-07-06
2016-07-12,SELL,183.0972900390625,0.07120993081515126,13.038345356123324,0.0065191726780616625,0.3080046752590455,2016-07-06
2016-07-13,BUY,183.0717010498047,0.07114869994646732,13.02531352668192,0.00651265676334096,0.0,2016-07-13
2016-07-20,SELL,184.92015075683597,0.07114869994646732,13.156828320253624,0.006578414160126812,0.11842372264823631,2016-07-13
2016-07-21,BUY,184.2216796875,0.07134707537872811,13.143678067059968,0.006571839033529984,0.0,2016-07-21
2016-07-22,SELL,185.04791259765625,0.07134707537872811,13.202627368781272,0.006601313684390636,0.04577614900338389,2016-07-21
2016-07-26,BUY,184.63047790527344,0.07143691274088637,13.189431339427168,0.006594715669713584,0.0,2016-07-26
2016-07-27,SELL,184.43458557128903,0.07143691274088637,13.175437395857715,0.006587718697928857,-0.027176377937095708,2016-07-26
2016-07-28,BUY,184.6475372314453,0.07128320659045768,13.162268542888343,0.006581134271444172,0.0,2016-07-28
2016-07-29,SELL,184.9457244873047,0.07128320659045768,13.183524286650409,0.006591762143325204,0.008082847347296251,2016-07-28
2016-08-02,BUY,183.6083068847656,0.07173067261655817,13.170347350831666,0.006585173675415833,0.0,2016-08-02
2016-08-03,SELL,184.14501953125,0.07173067261655817,13.208846109965805,0.006604423054982903,0.02530916240374026,2016-08-02
2016-08-04,BUY,184.3409423828125,0.07158281657026325,13.195643864978333,0.006597821932489167,0.0,2016-08-04
2016-08-05,SELL,185.8486175537109,0.07158281657026325,13.303567500184295,0.006651783750092148,0.09467402952338055,2016-08-04
2016-08-08,BUY,185.7379150390625,0.07155389129003929,13.290270581143632,0.0066451352905718165,0.0,2016-08-08
2016-08-11,SELL,186.2489776611328,0.07155389129003929,13.326839100445653,0.006663419550222827,0.023259964461225024,2016-08-08
2016-08-12,BUY,186.08714294433597,0.07154453935281907,13.313518921434712,0.006656759460717356,0.0,2016-08-12
2016-08-15,SELL,186.623779296875,0.07154453935281907,13.351912322077094,0.006675956161038547,0.02506068502062675,2016-08-12
2016-08-16,BUY,185.6612091064453,0.07184358621044774,13.338567082374869,0.006669283541187435,0.0,2016-08-16
2016-08-18,SELL,186.4278564453125,0.07184358621044774,13.393645776557785,0.006696822888278892,0.04171258775344988,2016-08-16
2016-08-22,BUY,186.146728515625,0.07188017179219053,13.380258824257377,0.006690129412128688,0.0,2016-08-22
2016-08-29,SELL,186.0019073486328,0.07188017179219053,13.369849053894832,0.006684924526947416,-0.023784824301619878,2016-08-22
2016-08-31,BUY,185.16714477539065,0.07213205076217061,13.356485886424673,0.006678242943212337,0.0,2016-08-31
2016-09-02,SELL,186.0104522705078,0.07213205076217061,13.417315385470582,0.006708657692735291,0.04744259840996001,2016-08-31
2016-09-09,BUY,181.6747131347656,0.07377969418037383,13.403904775390151,0.006701952387695075,0.0,2016-09-09
2016-09-12,SELL,184.28131103515625,0.07377969418037383,13.596218771332177,0.006798109385666089,0.1788139341686641,2016-09-09
2016-09-14,BUY,181.56402587890625,0.07480903379137328,13.58262934727287,0.006791314673636435,0.0,2016-09-14
2016-09-16,SELL,182.6695098876953,0.07480903379137328,13.665329537842196,0.006832664768921098,0.06907621112676665,2016-09-14
2016-09-19,BUY,182.70372009277344,0.0747202685890711,13.651671037554499,0.006825835518777249,0.0,2016-09-19
2016-09-22,SELL,185.9312896728516,0.0747202685890711,13.892835903467853,0.006946417951733927,0.22739261244284315,2016-09-19
2016-09-23,BUY,184.91249084472656,0.07505685498642274,13.878950010510865,0.006939475005255433,0.0,2016-09-23
2016-09-30,SELL,185.1779327392578,0.07505685498642274,13.898873244296018,0.006949436622148009,0.006034322157749017,2016-09-23
2016-10-04,BUY,183.7909698486328,0.07554767967354871,13.884981317015361,0.006942490658507681,0.0,2016-10-04
2016-10-06,SELL,184.73277282714844,0.07554767967354871,13.956132346751854,0.006978066173375927,0.057230472904608476,2016-10-04
2016-10-07,BUY,184.09915161132807,0.075731925253077,13.942183188983986,0.006971091594491993,0.0,2016-10-07
2016-10-10,SELL,185.05804443359372,0.075731925253077,14.014801988525521,0.007007400994262761,0.05864030695278011,2016-10-07
2016-10-14,BUY,182.45541381835935,0.07673542756245266,14.000794190436038,0.007000397095218019,0.0,2016-10-14
2016-10-17,SELL,181.82192993164065,0.07673542756245266,13.952183533534756,0.006976091766767378,-0.06258714576326696,2016-10-14
2016-10-21,BUY,183.19168090820312,0.07608554194986127,13.938238322606688,0.006969119161303344,0.0,2016-10-21
